itemid,label,linksto
2297,Aggrastat cc/hr,chartevents
2300,L LEG WAFFLE BOOT,chartevents
2301,CIS/CURIUM MG/KG/HR,chartevents
2304,aprotamine,chartevents
2305,aprotinin,chartevents
2307,WAFFLE BOOTS,chartevents
2308,FEM ALINE,chartevents
2309,FEM ALINE MAP,chartevents
2310,cisatracuri/mcg/kg/m,chartevents
2311,VT,chartevents
2313,ICE PACKS OU,chartevents
2314,cpp,chartevents
2316,Passy-Muir valve,chartevents
2319,low exhaled min. vol,chartevents
2320,Lower leg splint,chartevents
2321,PEJ SITE CARE,chartevents
2326,(R) FEMORAL SHEATH,chartevents
2330,CISATRACUR MCG/K/MIN,chartevents
2334,vasopressin u/hr,chartevents
2336,cist mcg/kg/min.,chartevents
2337,peric. drain flushed,chartevents
2338,finger stick glucose,chartevents
2339,APROTONIN,chartevents
2340,HIGH EXHALED MIN.VOL,chartevents
2341,CLOT IN BLOODBANK,chartevents
2344,TPA MG/HR,chartevents
2347,BLADDER PRESSURE.,chartevents
2349,APROTONIN U/HR,chartevents
2351,GROIN BP,chartevents
2353,R FEM MAP,chartevents
2355,solumedrol mg/kg/hr,chartevents
2356,RIGHT HEEL DRESSING,chartevents
2358,ALBUMIN,chartevents
2359,thrill/bruit,chartevents
2360,CISATRACUR MCG/KG/MN,chartevents
2361,FOOT WOUND,chartevents
2362,STRENAL WOUND,chartevents
2363,CINA SCALE,chartevents
2366,RUE-sling/swath,chartevents
2367,HI LOW NEB,chartevents
2368,fem abp,chartevents
2369,fem map,chartevents
2370,R arm sling,chartevents
2372,FICK CO,chartevents
2373,APROTININ ML/HR,chartevents
2374,RAD ART BP,chartevents
2376,APROTININ,chartevents
2377,MULTIPODUS BOOT RT,chartevents
2378,epidural,chartevents
2379,RAD ART S/D,chartevents
2380,"APROTONIN 250,000U/",chartevents
2382,Protonix gtt,chartevents
2386,passey muir,chartevents
2387,CHEST DRSG W->D,chartevents
2390,cisatracurium mg/hr,chartevents
2393,VISUAL FIELDS,chartevents
2394,IVF,chartevents
2395,PPN/TPN,chartevents
2396,MIVED VENOUS O2 SAT,chartevents
2397,BAIR HUGGER,chartevents
2398,MIXED VENOUS SAT,chartevents
2400,tidal volumes,chartevents
2401,inner cannula,chartevents
2402,sp tidal volumes,chartevents
2404,.45%ns,chartevents
2405,mouth flap color,chartevents
2406,mouth flap pulse,chartevents
2408,tidal vol,chartevents
2409,nitro mcg/kg/min,chartevents
2412,lipase,chartevents
2413,CISATRICURI MCG/K/MI,chartevents
2416,finger stick glucos.,chartevents
2418,CARIPORIDE 20MG/HR,chartevents
2419,THIGH HI TEDS.,chartevents
2420,TIDAL VOLUME,chartevents
2421,QT interval,chartevents
2422,PEG SITE CARE,chartevents
2423,DECUBITI CARE,chartevents
2424,2ND RA ALINE,chartevents
2428,QUAD COUGHING,chartevents
2429,VENOUS/DOPPLER/BFM,chartevents
2430,AMBU/NS INSTILLATION,chartevents
2432,insulin,chartevents
2433,pej site,chartevents
2434,CAGLUCONATE2GMS/L.,chartevents
2435,CALGLUCONATE20GMS/L,chartevents
2437,Sod Bicarb/NS,chartevents
2438,TPN,chartevents
2443,PROTONIX DRIP,chartevents
2444,CISATRACUR.MCGKGMIN,chartevents
2445,Vasopressin,chartevents
2449,LT. AVF BRUIT/THRILL,chartevents
2450,CLOT IN BLOOD BANK,chartevents
2451,Passy-Muir Valve,chartevents
2452,LEG DSD CHANGE,chartevents
2454,CISATRA MCG/KG/MIN,chartevents
2455,percussion,chartevents
2456,CARIPROSIDE,chartevents
2459,osomolarity,chartevents
2460,CARIPORIDE ML/HR,chartevents
2461,APROTANIN ML/HR,chartevents
2462,cisatacurium mcg/k/m,chartevents
2463,CISATRAC. MCG/KG/MIN,chartevents
2464,epidural ml/hr,chartevents
2466,KCL,chartevents
2467,DEXTROSE GM/HR,chartevents
2468,NAHCO3- MEQ/HR,chartevents
2469,deflate rectal foley,chartevents
2470,BLADDER PRES.mm/Hg,chartevents
2472,INTRATHECAL PRESSURE,chartevents
2473,COCCYX GEL/ALLEVYN,chartevents
2474,L HEEL W-D,chartevents
2476,rectal tube deflate,chartevents
2477,cisatric mcg/kg/min,chartevents
2478,Amiodarone mg/hr,chartevents
2479,INTRATHECAL CATHL2-3,chartevents
2480,CISATRACUR.MCG/KG/MI,chartevents
2481,Amicar cc/hr,chartevents
2482,SOLUMEDROL  MG/KG/HR,chartevents
2483,PAVULON MCG/KG/MIN,chartevents
2484,incentive spirometer,chartevents
2486,mask,chartevents
2487,carioride cc/hr,chartevents
2488,sandbag->chest,chartevents
2489,BILAT HEARING AIDS,chartevents
2492,ABD BINDER,chartevents
2493,cariporide,chartevents
2497,cisatricurium/mc/k/m,chartevents
2498,CARIPORIDE CC/HR,chartevents
2499,AV THRILL,chartevents
2500,L RADIAL AV FISTULA,chartevents
2502,cisatricurium mg/k/h,chartevents
2503,bupivacaine,chartevents
2504,no,chartevents
2505,no2,chartevents
2507,ITRATHECAL,chartevents
2508,SOLUMEDEROL,chartevents
2509,APROTONIN CC/HR,chartevents
2510,DEXTRAN LML 10%,chartevents
2511,CISATRACURIUM GTT,chartevents
2512,SILVADENE FEET BID,chartevents
2514,pigtail flush,chartevents
2515,IABP-BP,chartevents
2516,CARIPORIDE,chartevents
2517,Cisatracu mg/kg/hr,chartevents
2518,HFO- FIO2,chartevents
2519,HFO-% I Time,chartevents
2520,HFO-Delta P (amplit),chartevents
2521,HFO-Hz,chartevents
2522,HFO-MAP,chartevents
2524,multipodis splints,chartevents
2525,Peg DSG,chartevents
2527,HFO-Bias Flow (lpm),chartevents
2529,arterial pulse flap,chartevents
2530,venous pulse,chartevents
2534,tidal volume,chartevents
2535,flap check,chartevents
2538,STUDY DRUG,chartevents
2542,TOF TWICH MONITOR,chartevents
2543,FEM ART,chartevents
2544,FEM ART MAP,chartevents
2546,CISATRACURIUMMG/KG/H,chartevents
2547,Precedex mcg/kg/hr,chartevents
2548,nimbex mg/kg/hr,chartevents
2551,study drug,chartevents
2552,cistracurium mg/min,chartevents
2553,svt,chartevents
2554,Cisatr mcg/kg/min,chartevents
2555,THAM-trisaminomethan,chartevents
2556,Cisatra.  MG/KG/HR,chartevents
2560,CISATRA. MCG/KG/MIN,chartevents
2561,VASOPRESSIN U/HR,chartevents
2562,INTRA ABD PRESSURE,chartevents
2563,abd girth,chartevents
2565,Bruit/Thrill,chartevents
2566,Spontaneous VT,chartevents
2567,K Phosphate,chartevents
2568,SOLUMEDROL DRIP.,chartevents
2569,cath site,chartevents
2570,valproic acid,chartevents
2572,V02I,chartevents
2573,cistra  mgm/kg/hr,chartevents
2574,MVO2 SAT,chartevents
2576,rt groin,chartevents
2577,CARIIPORIDE ML/HR,chartevents
2579,mammary support,chartevents
2581,bladder pres.,chartevents
2582,uvp,chartevents
2583,Multipodus boots.,chartevents
2585,chest PT,chartevents
2588,AV FISTULA BRUIT,chartevents
2589,cariporide @ 21/ml,chartevents
2590,HI/Minute/vol/Alarm,chartevents
2591,FENOLDOPAM MCG/KG/MN,chartevents
2592,MULTIPODUS SPLINT,chartevents
2593,PENTOBARB DRIP MG/HR,chartevents
2597,intrathecal cath,chartevents
2600,Ca Gluc 20Gm/D5W,chartevents
2604,CHEST WT ON/OFF,chartevents
2605,CARAIPORIDE CC/HR,chartevents
2606,halo traction,chartevents
2609,TED STOCKINGS,chartevents
2610,L ARM SLING,chartevents
2616,PASSY-MUIR VALVE,chartevents
2618,Cistracurium,chartevents
2619,3% NS,chartevents
2622,CA GLUC GM/HR,chartevents
2626,wound gel to coccyx,chartevents
2627,RIGHT FEM ALINE,chartevents
2628,bivalirudin mg/hr,chartevents
2629,SOLUMEDROL DRIP,chartevents
2631,DRAIN FLUSH,chartevents
2632,unassisted diastole,chartevents
2633,unassisted systole,chartevents
2634,VENT CPP,chartevents
2635,VENT ICP,chartevents
2637,RT FEMORAL ART BP,chartevents
2638,CEREBRAL LACTATE,chartevents
2639,JPO2,chartevents
2640,SJ PH,chartevents
2641,SJO2,chartevents
2642,FEMORAL ABP,chartevents
2643,N.O.,chartevents
2644,pericare,chartevents
2646,Vent CPP,chartevents
2647,art mean,chartevents
2649,Police Gaurd,chartevents
2651,Abd Cmprtmnt Pressur,chartevents
2652,APROTANIN,chartevents
2655,ALCOHOL 10%DRIP G/HR,chartevents
2656,SOLUMEDROL MG/KG/HR,chartevents
2657,SOLUMEDROL CC/H,chartevents
2658,ALCOHOL,chartevents
2659,Camino CPP,chartevents
2660,ICP Camino,chartevents
2661,ALCOHOL 5% DRIP G/HR,chartevents
2663,ACETYCYSTEINE,chartevents
2664,INO alarms,chartevents
2665,NO,chartevents
2666,alteplase,chartevents
2667,alteplase mg/hr,chartevents
2668,TEMP GRAFT,chartevents
2669,svo2,chartevents
2670,nimbex,chartevents
2671,NO2 TANK PRESSURSE,chartevents
2672,fentanyl mg/hr,chartevents
2673,aprotanin,chartevents
2674,WAFFLE BOOT,chartevents
2679,PENTOBARBITAL MG/HR,chartevents
2681,FINGERSTICK,chartevents
2684,Cisat mcg/kg/hr,chartevents
2685,Cisat mcg/kg/min,chartevents
2686,TPA MG/MIN,chartevents
2687,AMMONIA,chartevents
2688,URINE CL.,chartevents
2690,URINE OSM,chartevents
2691,URINE POTASSIUM,chartevents
2692,URINE SODIUM,chartevents
2693,LEPIRUDIN,chartevents
2694,LEPIRUDIN MG/HR,chartevents
2695,D02-1,chartevents
2696,EDV1,chartevents
2697,EF %,chartevents
2698,V02,chartevents
2699,EF,chartevents
2700,tslo brace,chartevents
2701,multi-podus boots,chartevents
2702,ulnar pulse right,chartevents
2704,ABDOMINAL PRESSURE,chartevents
2705,TPA - left   mg/hr,chartevents
2706,TPA -right mg/hr,chartevents
2711,qtc interval,chartevents
2714,DO2 INDEX,chartevents
2715,VO2 INDEX,chartevents
2716,EDV,chartevents
2717,NITRIC OXIDE,chartevents
2730,CAMINO,chartevents
2731,Femoral ABP,chartevents
2732,Femoral ABP (Mean),chartevents
2733,RIGHT VENT ICP,chartevents
2734,right vent drain,chartevents
2736,right fem bp,chartevents
2737,FDP,chartevents
2739,FENOLDOPAM,chartevents
2740,DO2 I,chartevents
2741,VO2 I,chartevents
2743,VENOUS DOPPLER,chartevents
2744,"ALINE, RIGHT RADIAL",chartevents
2745,ICP LEFT,chartevents
2746,corlopam mcgs/kg/min,chartevents
2747,CHECK L ARM BRUIT,chartevents
2748,D02,chartevents
2750,NS w/20kcl,chartevents
2751,DVO2,chartevents
2752,DVO2I,chartevents
2754,PITRESSIN U/MIN,chartevents
2755,XIGRIS CC/HR,chartevents
2756,KETAMINE,chartevents
2757,KETAMINE MG/HR,chartevents
2758,FEM BP,chartevents
2759,epidural pressure,chartevents
2760,aprotanine,chartevents
2761,passey-muir,chartevents
2762,R SHEATH,chartevents
2764,Aprotinin cc/hr,chartevents
2765,VASOPRESSIN   UNIT/R,chartevents
2767,Mixed Venous SaO2,chartevents
2768,fem a-line,chartevents
2769,left radial ABP,chartevents
2770,left radial MAP,chartevents
2772,SJ CO2,chartevents
2773,sjlactate,chartevents
2774,sjo2,chartevents
2775,sjph,chartevents
2776,SV,chartevents
2777,TLSO,chartevents
2778,Pantoprazole,chartevents
2779,bladder pressures,chartevents
2780,stv,chartevents
2781,fetal heart sound,chartevents
2783,edv,chartevents
2784,irrigate pigtail,chartevents
2786,PGTAILS/FLUSH/10MLNS,chartevents
2788,ABD GIRTH,chartevents
2789,MAMMARY SUPPORT,chartevents
2790,FEM. ART BP,chartevents
2792,pr interval,chartevents
2794,r wrist brace,chartevents
2795,leg dsg w-d packing,chartevents
2796,Alcohol Gm/hour,chartevents
2797,"3,4,5 finger doppler",chartevents
2798,arm 90 degrees,chartevents
2800,ACE WRAP RIGHT LEG,chartevents
2802,VENOUS FLOW/GRAFT,chartevents
2803,10%alcohl,chartevents
2804,10% alcohol/ cc/hr,chartevents
2806,ALCOHOL GTT ML/HR,chartevents
2807,facial droop,chartevents
2808,tongue midline,chartevents
2809,xigris mcg/kg/hr,chartevents
2813,Hard Cast L FA,chartevents
2815,INCENTIVE SPIROMETRY,chartevents
2819,RIGHT LEG DRSG,chartevents
2820,STERNAL DRSG,chartevents
2821,binder,chartevents
2822,gt drsg,chartevents
2823,incentive spirometry,chartevents
2824,SHAMPOO,chartevents
2825,Cough/Deep Breath,chartevents
2826,Incentive spirometry,chartevents
2829,fenoldopam mcg/kg/mn,chartevents
2831,FEM ABP,chartevents
2832,APROTININE,chartevents
2833,Femoral A-Line,chartevents
2834,ICS,chartevents
2836,DEEP BREATH & COUGH,chartevents
2838,HALDOL MG IVP,chartevents
2840,Peri Pads/hour,chartevents
2842,JV O2 Sat,chartevents
2848,JP #1 R SITE/DRAINAG,chartevents
2849,JP#2 L SITE/DRAINAGE,chartevents
2850,T TUBE SITE/DRAINAGE,chartevents
2852,COUGH/DEEP BREATHE,chartevents
2854,rectal tube,chartevents
2855,coccyx drsg,chartevents
2856,Potassium phosphate,chartevents
2858,RT ABD GRAFT PULSE,chartevents
2860,LEG VAC DRSGS,chartevents
2861,TPA mg/HR,chartevents
2862,PEG DSG/CARE QD,chartevents
2863,DEEP BREATH&COUGH,chartevents
2865,iabp-bp,chartevents
2866,CPAP MASK,chartevents
2868,FEMORAL A-LINE,chartevents
2869,PORK INSULIN U/HR,chartevents
2870,ICP-ventriculostomuy,chartevents
2872,abd binder,chartevents
2874,lepirudin mg/kg/hr,chartevents
2875,VAC MACHINE,chartevents
2876,10% ALCOHOL CC/HR,chartevents
2877,trach collar trial,chartevents
2879,Prostaglandin m/k/mn,chartevents
2880,A GAP,chartevents
2882,FLAP COLOR/TEMP,chartevents
2883,Venous signal,chartevents
2889,MIXED VENOUS,chartevents
2898,AMBUED Q4 AND PRN,chartevents
2901,T3   (NML 80-200),chartevents
2902,T4  (NML 4.6- 12.0),chartevents
2903,TSH  (NML 0.27-4.2),chartevents
2907,R groin sheath,chartevents
2908,ETOH Grams/hour,chartevents
2909,HI/Minute/Vol Alarm,chartevents
2910,R drain flush,chartevents
2913,R FEM ART LINE,chartevents
2915,HI/Minute/Vol/Alarm^,chartevents
2918,BINDER,chartevents
2919,ABDOMINAL GIRTH,chartevents
2920,cyclosporin mg/h,chartevents
2921,Delta P,chartevents
2922,P-insp,chartevents
2924,sitter,chartevents
2925,flow trigger,chartevents
2929,sputum culture,chartevents
2932,aprotinine,chartevents
2933,SVO2 SAT,chartevents
2934,high minute ven    n,chartevents
2935,P Low,chartevents
2936,T High,chartevents
2937,T Low,chartevents
2938,ART,chartevents
2940,L rad art BP,chartevents
2943,low min vol,chartevents
2944,Abdominal Binder.,chartevents
2945,BLOWDRY RT THIGH,chartevents
2946,APPROTININ CC/HR,chartevents
2947,approtinin cc/hr,chartevents
2948,femoral ART Line,chartevents
2949,HIGH MIN.VOLUME,chartevents
2950,PPM,chartevents
2951,TANK PRESSURE,chartevents
2952,RT RAD A LINE,chartevents
2953,ESMOLOL MCG/MIN,chartevents
2955,JVO2 SAT,chartevents
2956,ventriculostomy icp,chartevents
2957,ECMO FLOW,chartevents
2958,NECK FLAP CAP REFILL,chartevents
2959,Solumedrolmg/kg/hr,chartevents
2960,lepirudin mgs/kg/hr,chartevents
2961,leprudin,chartevents
2962,fenoldopam mcg/k/min,chartevents
2963,CHECK BRUIT L ARM,chartevents
2964,left AV thrill/bruit,chartevents
2965,INTRAABDOM. PRESSURE,chartevents
2966,OFFICERS/HANDCUFFED,chartevents
2967,APROTININ.,chartevents
2968,FEM ART BP,chartevents
2969,R GROIN A LINE,chartevents
2971,LR,chartevents
2972,LOW MIN VOL,chartevents
2973,High Mv,chartevents
2974,FEM LINE MAP,chartevents
2976,SHAVE,chartevents
2978,peritoneal amylase,chartevents
2981,FiO2,chartevents
2983,solumedrol mg/hr,chartevents
2984,Camino Bolt,chartevents
2985,ICP ventricle,chartevents
2986,neuro drain type 2,chartevents
2987,Epidural,chartevents
2988,ORAL AIRWAY,chartevents
2989,APOTININ CC/HR,chartevents
2990,High Tidal Vol,chartevents
2992,Argatroban mcg/kg/m,chartevents
2993,trache care,chartevents
2998,Vt,chartevents
3000,CPP WITH CAMINO ICP,chartevents
3001,Solumedrol mg/kg/hr,chartevents
3002,pad changed torso,chartevents
3003,SPNIOT TIDAL VOLUMES,chartevents
3004,spontaneous VT,chartevents
3005,Aprotiinin ml/hr,chartevents
3008,Epidural rate,chartevents
3009,Insp.Time,chartevents
3010,Integrellin cc/hr,chartevents
3011,ICE PACKS TO R EYE,chartevents
3013,shaved/bedbath,chartevents
3014,bath/shampoo,chartevents
3015,CHEST TUBE #5,chartevents
3016,CT #5 CREPITUS.,chartevents
3017,CT #5 DRAINAGE.,chartevents
3018,CT #5 DRESSING.,chartevents
3019,CT #5 FLUCTUATE/LEAK,chartevents
3020,CT #5 SUCTION AMOUNT,chartevents
6088,circumcission,chartevents
6090,neosynepherin,chartevents
6091,leg dressings,chartevents
6092,Sclerea edema,chartevents
6093,enema,chartevents
6094,line placement,chartevents
6095,INO,chartevents
6096,MV-HI,chartevents
6097,suprapubic cath,chartevents
6098,Bacitracin topical,chartevents
6099,P-HI,chartevents
6100,P-LO,chartevents
6101,T-HI,chartevents
6102,T-LO,chartevents
6103,vit A,chartevents
6104,Chromosomal study,chartevents
6105,High PIP,chartevents
6106,High RR,chartevents
6107,Low Pressure,chartevents
6108,u/s of left arm/neck,chartevents
6109,EEG run,chartevents
6110,xygris,chartevents
6111,prednisone,chartevents
6112,left vent drain,chartevents
6113,sacral ultrasound,chartevents
6114,LUMBAR DRAIN,chartevents
6115,high/min /vent,chartevents
6116,Aveeno bath,chartevents
6117,wound drsg changes,chartevents
6118,NYSTATIN OINTMENT,chartevents
6119,caffeine load,chartevents
6120,IV Lasix,chartevents
6121,Miconazole,chartevents
6122,PRE OP PREP,chartevents
6123,Mag sulfate,chartevents
6124,R fem art line,chartevents
6125,L thigh circumferenc,chartevents
6126,HI press,chartevents
6127,LO Press,chartevents
6128,time High,chartevents
6129,time Lo,chartevents
6130,Hi min vent,chartevents
6131,CHEST PERCUSSOR T,chartevents
6132,Calcium  gluconate,chartevents
6133,Magnesium Sulfate,chartevents
6134,esoph balloon,chartevents
6135,Ptp exp,chartevents
6137,PEG site,chartevents
6142,derm consult,chartevents
6143,Lacrilube Ointment,chartevents
6144,ABD BINDR/THIGH HI'S,chartevents
6145,Fem Art BP,chartevents
6146,sodium bicarbonate,chartevents
6147,APNEA INT.,chartevents
6148,Valproic acid,chartevents
6149,PeCO2,chartevents
6150,GT care,chartevents
6151,TRACHEOSTOMY CARE,chartevents
6153,PERCUSSION VIA BED,chartevents
6154,pnuemogram,chartevents
6155,surgery consult,chartevents
6156,R fem art BP,chartevents
6157,Hep Flush 10u/cc,chartevents
6158,"Lytes,Trig,Bili",chartevents
6160,R/L FLAP PULSE,chartevents
6161,PMV on.,chartevents
6162,Lumbar drain level,chartevents
6163,Lumbar drain output,chartevents
6164,Lumbar open/clamped,chartevents
6165,LYTES AND BILI,chartevents
6166,left flap check,chartevents
6167,right flap check,chartevents
6168,hi VE,chartevents
6169,Diaper,chartevents
6170,Actual PEFR,chartevents
6171,Pred PEFR,chartevents
6172,cpr class,chartevents
6173,circumsision site,chartevents
6174,PLT transfusion,chartevents
6175,Coag bld wk,chartevents
6177,Miconozole powder,chartevents
6178,Pediatrix,chartevents
6179,I TIME,chartevents
6180,Lacrilube,chartevents
6181,1o cc ns irrigation,chartevents
6182,jt flush 20cc q 8 hs,chartevents
6183,aorta axillary graft,chartevents
6184,remote alarm,chartevents
6185,Hi Min vent,chartevents
6186,Paw,chartevents
6187,sling L arm - pacer,chartevents
6188,Left Arm Massage,chartevents
6189,phosphenytoin,chartevents
6190,Normal saline,chartevents
6191,Creamy Desitin,chartevents
6192,Vidalgn,chartevents
6193,Bili & Lytes,chartevents
6196,IRRIG FOLEY 50ML NS,chartevents
6197,cap gas,chartevents
6198,CAP GAS,chartevents
6199,L. lower abd. kidney,chartevents
6200,foley changed,chartevents
6201,cephalexin,chartevents
6202,Pediatrix Combi,chartevents
6203,Caffeine(bolus),chartevents
6204,urine for CMV,chartevents
6205,qt,chartevents
6206,Tank A psi.,chartevents
6207,Tank B psi.,chartevents
6208,Ve High,chartevents
6209,"LYTES,BILI,LIVER PRF",chartevents
6210,PHENOBARB & DILANTIN,chartevents
6211,BILI & LYTES,chartevents
6212,VBG,chartevents
6213,TANK A,chartevents
6214,AMMONIA/12-47 UMOL/L,chartevents
6215,TANK B,chartevents
6216,hi flow O2,chartevents
6217,phenylephrine nasal,chartevents
6218,peri pad count,chartevents
6219,Breast Pump,chartevents
6220,"Lytes, Phenobarb",chartevents
